09:12:24,20.0,20.75,20.0,20.5,20.25,20.25,20.75,19.75,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:24,20.0,20.75,20.0,20.5,20.25,20.25,20.75,19.75,19.5,20.25,20.0,20.25,20.25,19.75,20.5,20.25
09:12:25,20.0,20.75,20.25,20.5,20.25,20.25,20.75,19.75,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:26,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:27,20.0,21.0,20.0,20.5,20.25,20.25,20.75,19.75,19.5,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:28,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,20.0,20.5,20.25
09:12:28,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.25,20.25
09:12:29,20.0,21.0,20.0,20.5,20.25,20.25,20.75,20.0,19.5,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:30,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:31,20.0,20.75,20.25,20.5,20.25,20.25,20.75,20.0,19.5,20.25,19.75,20.5,20.25,19.75,20.5,20.25
09:12:32,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:33,20.0,20.75,20.0,20.5,20.25,20.25,20.75,19.75,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:34,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.5,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:12:35,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,19.75,20.5,20.25,19.75,20.5,20.25
09:12:36,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,19.75,20.5,20.25,19.75,20.5,20.25
09:12:37,20.0,21.0,20.0,20.5,20.25,20.25,20.75,19.75,19.75,20.25,19.75,20.5,20.25,19.75,20.5,20.25
09:12:38,20.0,20.75,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:13:23,20.0,20.75,20.0,20.5,20.25,20.25,20.5,19.75,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:13:23,20.0,20.75,20.25,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:13:24,20.0,20.75,20.25,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:14:01,20.25,20.75,20.0,20.5,20.25,20.25,20.75,19.75,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
09:14:02,20.25,21.0,20.0,20.5,20.25,20.25,20.75,20.0,19.75,20.25,20.0,20.5,20.25,19.75,20.5,20.25
